Shape_Leng,Gaul00,Fao 1,Region,Objectid,Iso,Isonum,Shape_Area,Country,Shape_Le_1,Iso2,ObjectID_2,Continent,PopDensity,Last Updat,Sqkm,Adm1,Perimeter,Gaul01,latitude,longitude
6.36560390249,240,20617,South-Eastern Asia,2440,THA,764,0.739244001298,Thailand,6.36560390218,THA,20615,Asia,163.2,20050415.0,8802.0,Surin,6.36560390311,2917,14.9016876943481,103.593648161485
12.079094124,240,20049,South-Eastern Asia,2441,THA,764,1.45898386761,Thailand,12.0790941151,THA,20047,Asia,29.5,20050415.0,17220.0,Tak,12.0790941196,2918,16.5206372535226,98.6047767878648
5.90577977089,240,21433,South-Eastern Asia,2442,THA,764,0.24404268421,Thailand,5.90577976174,THA,21431,Asia,77.3,20050415.0,2937.0,Trad,3.77619500754,2919,12.1573154785754,102.586082675651
4.91953986869,240,24553,South-Eastern Asia,2443,THA,764,0.39543416219,Thailand,4.91953987158,THA,24551,Asia,120.7,20050415.0,4826.0,Trang,4.05567031341,2920,7.51204308741466,99.6202749678846
7.35858089079,240,20453,South-Eastern Asia,2444,THA,764,1.30553968623,Thailand,7.35858088744,THA,20451,Asia,107.1,20080728.0,15520.0,Ubon Ratchathani,7.35858088468,2921,15.1548539630864,105.010200694712
7.62656918973,240,20029,South-Eastern Asia,2445,THA,764,0.938101207195,Thailand,7.6265691895,THA,20027,Asia,124.4,20080728.0,11030.0,Udon Thani,7.62656919245,2922,17.4399231854856,102.845481775536
4.41709124149,240,20541,South-Eastern Asia,2446,THA,764,0.562319344438,Thailand,4.41709124018,THA,20539,Asia,45.1,20050415.0,6681.0,Uthai Thani,4.41709124269,2923,15.3662036010439,99.5513738526684
5.04362421156,240,19950,South-Eastern Asia,2447,THA,764,0.673059020189,Thailand,5.04362421262,THA,19948,Asia,59.1,20050415.0,7900.0,Uttaradit,5.04362421283,2924,17.7698099394235,100.545340434183
4.11129559644,240,24996,South-Eastern Asia,2448,THA,764,0.368198221252,Thailand,4.11129559506,THA,24994,Asia,91.8,20050415.0,4506.0,Yala,4.1112955931,2925,6.14591982437052,101.225059001727
4.2952202187,240,20327,South-Eastern Asia,2449,THA,764,0.344708031368,Thailand,4.29522021187,THA,20325,Asia,134.2,20050415.0,4085.0,Yasothon,4.2952202219,2926,15.8157607129888,104.414228712933
